1626624000	0.006264003
1626627600	0.005498001
1626631200	-0.002937322
1626634800	-0.000906454
1626638400	0.002404282
1626642000	0.014481604
1626645600	-0.017486729
1626649200	0.002905789
1626652800	-0.012992892
1626656400	0.000963214
1626660000	0.000962287
1626663600	-0.000366233
1626667200	0.007647921
1626670800	0.000499932
1626674400	-0.001998728
1626678000	-0.003868912
1626681600	-0.006168609
1626685200	-0.003586207
1626688800	-0.00853636
1626692400	-9.30795E-05
1626696000	-0.019967419
1626699600	-0.015387538
1626703200	0.019486784
1626706800	-0.005582892
1626710400	-0.002569226
1626714000	-0.00171723
1626717600	-0.007119648
1626721200	0.008325713
1626724800	-0.001718213
1626728400	-0.001386498
1626732000	0.004979174
1626735600	-0.007193559
1626739200	-0.001919386
1626742800	-0.035673077
1626746400	-0.023132915
1626750000	-0.018934368
1626753600	0.008479426
1626757200	0.002166512
1626760800	0.003088326
1626764400	0.009031199
1626768000	-0.017544752
1626771600	-0.017236917
1626775200	0.018171284
1626778800	0.005690342
1626782400	0.002469009
1626786000	-0.011288419
1626789600	0.015984223
1626793200	0.014813301
1626796800	-0.005939498
1626800400	-0.001873513
1626804000	0.009283685
1626807600	0.000452375
1626811200	0.000100482
1626814800	-0.009645333
1626818400	-0.009282743
1626822000	-0.00158722
1626825600	-0.019794872
1626829200	0.014648948
1626832800	0.018459317
1626836400	0.006682868
1626840000	0.035908268
1626843600	-0.007719196
1626847200	0.001223152
1626850800	-0.003127443
1626854400	-0.0075
1626858000	0.017138341
1626861600	-0.000194231
1626865200	0.008742108
1626868800	-0.007125662
1626872400	0.006206963
1626876000	0.013108434
1626879600	0.005708306
1626883200	0.000804087
1626886800	-0.005907652
1626890400	-0.017733194
1626894000	-0.014810513
1626897600	0.007860477
1626901200	0.011308798
1626904800	0.021882682
1626908400	0.000990519
1626912000	-0.008151918
1626915600	-0.011354459
1626919200	-0.009034118
1626922800	0.012850354
1626926400	0.011729784
1626930000	-0.014575052
1626933600	0.011669228
1626937200	0.005838515
1626940800	0.00500236
1626944400	-0.013382795
1626948000	0.000666318
1626951600	0.002711058
1626955200	0.003937008
1626958800	0.000236239
1626962400	0.003495513
1626966000	0.013321408
1626969600	-0.004041436
1626973200	0.006110075
1626976800	-0.004682212
1626980400	0.003074057
1626984000	-0.004689822
1626987600	-0.005458362
1626991200	-0.000515996
1626994800	0.015065471
1626998400	-0.003421491
1627002000	0.010531688
1627005600	0.003397456
1627009200	-0.006497369
1627012800	0.010500622
1627016400	0
1627020000	-0.004694408
1627023600	-0.00737247
1627027200	-0.014439267
1627030800	-0.002293578
1627034400	0.002814919
1627038000	0.000374269
1627041600	0.005471636
1627045200	0.001581395
1627048800	-0.003622179
1627052400	-0.008156227
1627056000	-0.011277666
1627059600	0.000902999
1627063200	0.002896486
1627066800	0.002130581
1627070400	0.01497685
1627074000	-0.003677326
1627077600	0.013034947
1627081200	0.017709727
1627084800	-0.004169121
1627088400	0
1627092000	0.004004551
1627095600	0.005665594
1627099200	-0.004101316
1627102800	0.00054306
1627106400	0.007915329
1627110000	0.001166756
1627113600	-0.010667862
1627117200	0.009061254
1627120800	0.00157148
1627124400	-0.000762093
1627128000	0.005338717
1627131600	0.001472623
1627135200	-0.000757508
1627138800	0.000713489
1627142400	0.020542757
1627146000	-0.004279102
1627149600	-0.004341344
1627153200	-0.017617265
1627156800	-0.004976463
1627160400	0.008876273
1627164000	0.000937877
1627167600	0.002632518
1627171200	-0.016376663
1627174800	-0.008188934
1627178400	0.0311103
1627182000	-0.008095912
1627185600	0.009678426
1627189200	-0.003533881
1627192800	0.014761947
1627196400	0.004237473
1627200000	-0.007395163
1627203600	-0.000701201
1627207200	-0.006052101
1627210800	-0.005250618
1627214400	-0.002838767
1627218000	-0.006583337
1627221600	-0.002731384
1627225200	0.005028736
1627228800	-0.003439957
1627232400	0.006276057
1627236000	-0.001291932
1627239600	0.001115175
1627243200	-0.002762554
1627246800	0.009293597
1627250400	0.005799283
1627254000	0.008846831
1627257600	0.049343397
1627261200	0.145227008
1627264800	-0.002287166
1627268400	0.008732989
1627272000	0.004436909
1627275600	0.016412282
1627279200	-0.016818599
1627282800	-0.018759434
1627286400	0.009046294
1627290000	-0.00631556
1627293600	0.006319173
1627297200	-0.00185118
1627300800	0.002109168
1627304400	-0.017962768
1627308000	7.39044E-05
1627311600	0.021172037
1627315200	0.025617831
1627318800	0.053166343
1627322400	-0.014705882
1627326000	-0.019923163
1627329600	-0.048773719
1627333200	-0.034535575
1627336800	0.016091259
1627340400	-0.040260223
1627344000	0.014564047
1627347600	-0.049898828
1627351200	-0.016756409
1627354800	0.015734194
1627358400	0.018387382
1627362000	0.011575995
1627365600	-0.01062334
1627369200	0.002013264
1627372800	0.011188591
1627376400	0.007986909
1627380000	0.019557823
1627383600	0.019448025
1627387200	0.039641516
1627390800	0.004649998
1627394400	-0.012212055
1627398000	-0.00969579
1627401600	-0.033339399
1627405200	0.006287887
1627408800	0.005575095
1627412400	-0.002939535
1627416000	0.009143156
1627419600	0.01175992
1627423200	0.015461091
1627426800	0.00572313
